removed_word,similarity,sentence_index,word_index,punctuation
over,0.9917647,44,27,.
time,0.99489015,44,28,.
as,0.9980038,44,29,.
you,0.99288535,44,30,.
repeat,0.98300743,44,31,.
this,0.9947285,44,32,.
process,0.9914223,44,33,.
every,0.96858454,45,0,.
time,0.9879402,45,1,.
you,0.99632704,45,2,.
make,0.9952359,45,3,.
a,0.9977286,45,4,.
new,0.9934405,45,5,.
bet,0.9297341,45,6,.
on,0.96903825,45,7,.
a,0.9955723,45,8,.
new,0.99295986,45,9,.
idea,0.93639743,45,10,.
youll,0.97031146,45,11,.
be,0.9960917,45,12,.
able,0.9694217,45,13,.
to,0.9979831,45,14,.
take,0.9818244,45,15,.
bigger,0.95200616,45,16,.
swings,0.92124224,45,17,.
if,0.98966837,46,0,.
you,0.99591595,46,1,.
look,0.989853,46,2,.
at,0.99769986,46,3,.
this,0.99017584,46,4,.
chart,0.9328599,46,5,.
a,0.99850893,46,6,.
little,0.99689,46,7,.
differently,0.9955003,46,8,.
this,0.98708004,46,9,.
story,0.949849,46,10,.
isnt,0.9507079,46,11,.
about,0.97598606,46,12,.
making,0.9918541,46,13,.
many,0.9947549,46,14,.
disparate,0.9620234,46,15,.
bets,0.8933487,46,16,.
in,0.99586284,46,17,.
a,0.9948385,46,18,.
sequence,0.9611342,46,19,.
its,0.95185703,47,0,.
about,0.94227856,47,1,.
bringing,0.95083493,47,2,.
the,0.99428415,47,3,.
world,0.9380576,47,4,.
towards,0.97702986,47,5,.
your,0.99136806,47,6,.
evermorerefined,0.951069,47,7,.
statement,0.9554689,47,8,.
of,0.9950629,47,9,.
your,0.99206483,47,10,.
vision,0.9326613,47,11,.
every,0.9819552,48,0,.
piece,0.9981349,48,1,.
of,0.9984498,48,2,.
evidence,0.98200226,48,3,.
you,0.9975072,48,4,.
collect,0.99072677,48,5,.
to,0.9977691,48,6,.
support,0.98749906,48,7,.
your,0.9955124,48,8,.
vision,0.9496221,48,9,.
will,0.9954651,48,10,.
be,0.9909861,48,11,.
another,0.9909613,48,12,.
stair,0.97736144,48,13,.
step,0.9935944,48,14,.
in,0.99924135,48,15,.
this,0.9979266,48,16,.
upward,0.9914851,48,17,.
motion,0.9889628,48,18,.
and,0.9981911,48,19,.
over,0.9956023,48,20,.
time,0.9925803,48,21,.
the,0.99723506,48,22,.
world,0.9971769,48,23,.
behind,0.99829495,48,24,.
your,0.99783504,48,25,.
experimental,0.9734627,48,26,.
evidence,0.9859929,48,27,.
will,0.99907637,48,28,.
come,0.99910456,48,29,.
to,0.9995565,48,30,.
resemble,0.99323297,48,31,.
the,0.99921465,48,32,.
world,0.99619347,48,33,.
you,0.99803734,48,34,.
originally,0.9976387,48,35,.
envisioned,0.9935505,48,36,.
in,0.9875256,49,0,.
this,0.99468964,49,1,.
process,0.9838095,49,2,.
youll,0.97921103,49,3,.
periodically,0.9740026,49,4,.
have,0.9866379,49,5,.
to,0.9926306,49,6,.
find,0.9848531,49,7,.
new,0.9900648,49,8,.
ideas,0.9494065,49,9,.
that,0.98905236,49,10,.
give,0.9958877,49,11,.
you,0.9967655,49,12,.
motivation,0.94282836,49,13,.
to,0.9897257,49,14,.
take,0.9930063,49,15,.
on,0.997679,49,16,.
those,0.9966184,49,17,.
new,0.99565667,49,18,.
bets,0.90410435,49,19,.
these,0.97779524,50,0,.
are,0.9939305,50,1,.
what,0.9909161,50,2,.
someone,0.995906,50,3,.
else,0.9978796,50,4,.
may,0.99726236,50,5,.
call,0.9309346,50,6,.
leaps,0.8276828,50,7,.
of,0.95091057,50,8,.
faith,0.9068483,50,9,.
but,0.9939253,50,10,.
i,0.99232864,50,11,.
dont,0.9623097,50,12,.
like,0.9810701,50,13,.
that,0.97771084,50,14,.
expression,0.9761106,50,15,.
a,0.98206717,51,0,.
leap,0.86678016,51,1,.
makes,0.97900945,51,2,.
it,0.9928661,51,3,.
sound,0.99289924,51,4,.
as,0.9933162,51,5,.
if,0.99193347,51,6,.
the,0.9980848,51,7,.
motivation,0.95551443,51,8,.
is,0.99881345,51,9,.
coming,0.99793446,51,10,.
from,0.99312985,51,11,.
nowhere,0.9932856,51,12,.
and,0.996029,51,13,.
you,0.99261683,51,14,.
should,0.99040174,51,15,.
blindly,0.993346,51,16,.
jump,0.99643314,51,17,.
into,0.99480885,51,18,.
a,0.99890363,51,19,.
new,0.99185944,51,20,.
idea,0.96885085,51,21,.
without,0.98364913,51,22,.
structure,0.9662966,51,23,.
but,0.9615816,52,0,.
there,0.9204768,52,1,.
is,0.9493145,52,2,.
structure,0.59625703,52,3,.
the,0.9858569,53,0,.
leap,0.8621185,53,1,.
is,0.96752787,53,2,.
guided,0.99075377,53,3,.
by,0.993399,53,4,.
your,0.9968801,53,5,.
intuition,0.9757608,53,6,.
and,0.9977286,53,7,.
aimed,0.99090844,53,8,.
at,0.9973728,53,9,.
your,0.9986158,53,10,.
vision,0.98479784,53,11,.
and,0.9982304,53,12,.
as,0.996165,53,13,.
your,0.99899054,53,14,.
internal,0.99213874,53,15,.
motivation,0.9789999,53,16,.
runs,0.9954489,53,17,.
out,0.9959619,53,18,.
youll,0.9946605,53,19,.
collect,0.9962189,53,20,.
evidence,0.985119,53,21,.
from,0.9974475,53,22,.
reality,0.995602,53,23,.
to,0.996345,53,24,.
close,0.9961821,53,25,.
that,0.9955784,53,26,.
gap,0.9926785,53,27,.
taking,0.9864801,54,0,.
a,0.9892819,54,1,.
step,0.9265426,54,2,.
back,0.9135135,54,3,.
i,0.98540735,54,4,.
think,0.98294616,54,5,.
theres,0.98784566,54,6,.
another,0.9675782,54,7,.
helpful,0.9477389,54,8,.
perspective,0.9175234,54,9,.
we,0.97169393,54,10,.
can,0.9861964,54,11,.
find,0.9824163,54,12,.
chasing,0.91324973,55,0,.
a,0.9798068,55,1,.
vision,0.9239583,55,2,.
is,0.9290511,55,3,.
about,0.98757637,55,4,.
a,0.9957733,55,5,.
dance,0.93352216,55,6,.
between,0.98084456,55,7,.
two,0.9937729,55,8,.
forces,0.98014265,55,9,.
the,0.9952809,55,10,.
stories,0.9948833,55,11,.
you,0.99385005,55,12,.
believe,0.996719,55,13,.
and,0.9960983,55,14,.
tell,0.9958879,55,15,.
about,0.9979869,55,16,.
a,0.9984733,55,17,.
world,0.99730814,55,18,.
you,0.99797934,55,19,.
envision,0.99538404,55,20,.
and,0.9988485,55,21,.
the,0.9993529,55,22,.
world,0.9983092,55,23,.
you,0.99842787,55,24,.
build,0.99665344,55,25,.
on,0.99899423,55,26,.
top,0.99830186,55,27,.
of,0.99911994,55,28,.
reality,0.99794734,55,29,.
to,0.993957,55,30,.
follow,0.9987105,55,31,.
that,0.9986299,55,32,.
story,0.99849564,55,33,.
your,0.97059643,56,0,.
stories,0.8992318,56,1,.
draw,0.9331738,56,2,.
on,0.9814284,56,3,.
your,0.987592,56,4,.
taste,0.92987585,56,5,.
your,0.9791276,56,6,.
experience,0.97962826,56,7,.
and,0.9899338,56,8,.
your,0.995551,56,9,.
intuition,0.92354167,56,10,.
these,0.9777299,57,0,.
stories,0.9335812,57,1,.
need,0.9656654,57,2,.
to,0.9948515,57,3,.
bottle,0.98171854,57,4,.
up,0.9903362,57,5,.
the,0.99805844,57,6,.
special,0.98257625,57,7,.
things,0.99259603,57,8,.
that,0.9992548,57,9,.
youve,0.9921805,57,10,.
seen,0.9912579,57,11,.
in,0.9975123,57,12,.
your,0.9974588,57,13,.
life,0.9909611,57,14,.
that,0.99678385,57,15,.
others,0.9885324,57,16,.
arent,0.99227226,57,17,.
seeing,0.9940695,57,18,.
and,0.9952886,57,19,.
compel,0.99330354,57,20,.
yourself,0.99494267,57,21,.
and,0.997848,57,22,.
others,0.9957839,57,23,.
to,0.9970508,57,24,.
work,0.9980679,57,25,.
through,0.998757,57,26,.
the,0.9985273,57,27,.
process,0.9979876,57,28,.
of,0.99668777,57,29,.
turning,0.9954888,57,30,.
that,0.99296796,57,31,.
motivation,0.9572104,57,32,.
into,0.9907408,57,33,.
evidence,0.9567149,57,34,.
your,0.98618853,58,0,.
evidence,0.9015528,58,1,.
in,0.9602093,58,2,.
turn,0.98899806,58,3,.
needs,0.9734086,58,4,.
to,0.9938432,58,5,.
continually,0.9810404,58,6,.
close,0.9645308,58,7,.
the,0.9939421,58,8,.
gap,0.9681227,58,9,.
between,0.9821641,58,10,.
reality,0.95838356,58,11,.
and,0.9940212,58,12,.
your,0.99476254,58,13,.
storytelling,0.930266,58,14,.
over,0.9719287,59,0,.
time,0.9751539,59,1,.
as,0.9945206,59,2,.
your,0.9952619,59,3,.
stories,0.96017593,59,4,.
and,0.99455565,59,5,.
your,0.99861026,59,6,.
reality,0.9804872,59,7,.
evolve,0.9846208,59,8,.
around,0.99828494,59,9,.
each,0.98777,59,10,.
other,0.9962692,59,11,.
youll,0.9772593,59,12,.
bridge,0.9619094,59,13,.
the,0.996122,59,14,.
distance,0.9793737,59,15,.
between,0.9957823,59,16,.
your,0.9954486,59,17,.
vision,0.96148777,59,18,.
and,0.9969953,59,19,.
the,0.99781084,59,20,.
real,0.98245955,59,21,.
world,0.9908626,59,22,.
this,0.97880095,60,0,.
is,0.9975555,60,1,.
all,0.9959741,60,2,.
well,0.9972366,60,3,.
and,0.99827504,60,4,.
good,0.9905184,60,5,.
as,0.9955552,60,6,.
a,0.998085,60,7,.
way,0.9918276,60,8,.
of,0.9979656,60,9,.
thinking,0.99022305,60,10,.
about,0.99590904,60,11,.
exploration,0.9514572,60,12,.
at,0.9951007,60,13,.
a,0.99781144,60,14,.
distance,0.9559064,60,15,.
but,0.98218185,60,16,.
when,0.9890462,60,17,.
im,0.99775684,60,18,.
buried,0.9964738,60,19,.
in,0.99894255,60,20,.
the,0.9990361,60,21,.
thick,0.99914706,60,22,.
of,0.9990678,60,23,.
confusing,0.98852545,60,24,.
experiments,0.9695616,60,25,.
and,0.9960047,60,26,.
dwindling,0.9934404,60,27,.
motivation,0.9769795,60,28,.
its,0.9968684,60,29,.
difficult,0.98512626,60,30,.
to,0.998365,60,31,.
know,0.99697983,60,32,.
exactly,0.99846417,60,33,.
what,0.99698925,60,34,.
i,0.99859303,60,35,.
need,0.9955324,60,36,.
to,0.99907243,60,37,.
do,0.99452895,60,38,.
when,0.9923651,60,39,.
i,0.99900883,60,40,.
wake,0.9960966,60,41,.
up,0.9987541,60,42,.
in,0.9992247,60,43,.
the,0.99919987,60,44,.
morning,0.98161113,60,45,.
during,0.96205,61,0,:
those,0.98087186,61,1,:
times,0.967131,61,2,:
i,0.9245317,61,3,:
focus,0.82834387,61,4,:
on,0.9836965,61,5,:
two,0.90757596,61,6,:
things,0.9429869,61,7,:
i,0.98740757,62,0,.
find,0.99086,62,1,.
my,0.99538094,62,2,.
life,0.98123556,62,3,.
and,0.99441266,62,4,.
work,0.99337626,62,5,.
most,0.98762584,62,6,.
invigorating,0.9570912,62,7,.
when,0.98283684,62,8,.
i,0.99552333,62,9,.
can,0.9919986,62,10,.
work,0.9806285,62,11,.
next,0.94823176,62,12,.
to,0.9548756,62,13,.
people,0.9580864,62,14,.
on,0.99620914,62,15,.
exploratory,0.95451856,62,16,.
paths,0.95492613,62,17,.
there,0.993659,63,0,.
is,0.99869835,63,1,.
no,0.98865426,63,2,.
special,0.9952377,63,3,.
virtue,0.98677707,63,4,.
in,0.9945049,63,5,.
novelty,0.9708352,63,6,.
or,0.98536026,63,7,.
risktaking,0.97753406,63,8,.
but,0.99065626,63,9,.
exploratory,0.96394444,63,10,.
work,0.98585594,63,11,.
often,0.9974814,63,12,.
leads,0.9952018,63,13,.
to,0.9994467,63,14,.
surprising,0.99735546,63,15,.
new,0.9972109,63,16,.
facts,0.9871202,63,17,.
about,0.9991242,63,18,.
how,0.99491644,63,19,.
the,0.9987434,63,20,.
world,0.98966396,63,21,.
works,0.99595404,63,22,.
and,0.99721813,63,23,.
if,0.99882734,63,24,.
those,0.99824244,63,25,.
surprises,0.9958952,63,26,.
are,0.99822515,63,27,.
well,0.99797475,63,28,.
leveraged,0.9911968,63,29,.
exploration,0.9894559,63,30,.
can,0.997313,63,31,.
yield,0.99894667,63,32,.
transformative,0.9795947,63,33,.
progress,0.98999834,63,34,.
at,0.9959084,64,0,.
a,0.9989563,64,1,.
personal,0.97319764,64,2,.
level,0.98175496,64,3,.
i,0.9963664,64,4,.
also,0.99714375,64,5,.
find,0.9959023,64,6,.
myself,0.99629045,64,7,.
having,0.9954349,64,8,.
the,0.999,64,9,.
most,0.9891796,64,10,.
fun,0.94465774,64,11,.
when,0.99351645,64,12,.
i,0.99816966,64,13,.
get,0.9967823,64,14,.
the,0.9958786,64,15,.
fortune,0.97731376,64,16,.
of,0.94988966,64,17,.
working,0.98080033,64,18,.
next,0.95853883,64,19,.
to,0.96513295,64,20,.
people,0.9458711,64,21,.
doing,0.9940226,64,22,.
exploratory,0.9404704,64,23,.
work,0.99227583,64,24,.
if,0.99167436,65,0,.
you,0.99522674,65,1,.
find,0.9876683,65,2,.
yourself,0.99590856,65,3,.
in,0.9946816,65,4,.
such,0.9899013,65,5,.
a,0.99843264,65,6,.
path,0.991094,65,7,.
as,0.9966643,65,8,.
i,0.99377525,65,9,.
do,0.99563485,65,10,.
i,0.994778,65,11,.
hope,0.982058,65,12,.
this,0.9926984,65,13,.
way,0.9897773,65,14,.
of,0.99285024,65,15,.
thinking,0.97795236,65,16,.
about,0.9968831,65,17,.
your,0.99337673,65,18,.
path,0.9876174,65,19,.
ahead,0.97177273,65,20,.
helps,0.99584204,65,21,.
take,0.9982358,65,22,.
some,0.99798304,65,23,.
of,0.9994608,65,24,.
the,0.99927795,65,25,.
burden,0.98774207,65,26,.
off,0.996259,65,27,.
your,0.9990146,65,28,.
shoulders,0.9906349,65,29,.
and,0.99806356,65,30,.
allows,0.9984823,65,31,.
you,0.9991736,65,32,.
to,0.99944246,65,33,.
shape,0.98516446,65,34,.
the,0.99777114,65,35,.
world,0.9892559,65,36,.
to,0.99890435,65,37,.
your,0.99885255,65,38,.
ever,0.99854326,65,39,.
sharper,0.99212116,65,40,.
vision,0.99162054,65,41,.
for,0.99023485,65,42,.
what,0.9934045,65,43,.
ought,0.9954184,65,44,.
to,0.9982688,65,45,.
be,0.9988473,65,46,.
thanks,0.9806927,66,0,.
to,0.9967864,66,1,.
my,0.98988277,66,2,.
friends,0.9580929,66,3,.
at,0.99275374,66,4,.
uc,0.9861563,66,5,.
berkeley,0.9205121,66,6,.
for,0.9926191,66,7,.
discussions,0.9522046,66,8,.
that,0.9967978,66,9,.
ultimately,0.99686027,66,10,.
sparked,0.9850682,66,11,.
this,0.9811375,66,12,.
blog,0.93486714,66,13,.
post,0.98692816,66,14,.
you,0.9628351,67,0,.
know,0.9037908,67,1,.
who,0.82220286,67,2,.
you,0.7491313,67,3,.
are,0.86776495,67,4,.
←,0.9563525,68,0,s
a,0.98005533,68,1,s
notebook,0.83886653,68,2,s
for,0.9602419,68,3,s
seeing,0.9647031,68,4,s
with,0.9949994,68,5,s
language,0.858894,68,6,s
models,0.9073921,68,7,s
instrumental,0.914013,69,0,→
interfaces,0.9727678,69,1,→
engaged,0.87224543,69,2,→
interfaces,0.970686,69,3,→
→,0.9526241,69,4,→
i,0.94966507,70,0,.
share,0.8945084,70,1,.
new,0.9382541,70,2,.
posts,0.9287625,70,3,.
on,0.9841716,70,4,.
my,0.9846678,70,5,.
newsletter,0.8624604,70,6,.
if,0.96108305,71,0,.
you,0.9771069,71,1,.
liked,0.84047115,71,2,.
this,0.92638993,71,3,.
one,0.9257529,71,4,.
you,0.99211144,71,5,.
should,0.9921311,71,6,.
consider,0.9840521,71,7,.
joining,0.9243737,71,8,.
the,0.9767461,71,9,.
list,0.8689475,71,10,.
have,0.9239108,72,0,?
a,0.96864957,72,1,?
comment,0.8051541,72,2,?
or,0.9018937,72,3,?
response,0.8992046,72,4,?
you,0.9501857,73,0,.
can,0.8983212,73,1,.
email,0.65788907,73,2,.
me,0.89307106,73,3,.
